title,douban_link
小林家的龙女仆S：日本的招待 小林さんちのメイドラゴンS ニッポンのおもてなし,https://movie.douban.com/subject/35633541/
进击的巨人 第三季 進撃の巨人 Season 3,https://movie.douban.com/subject/27072327/
精灵宝可梦：冥王龙与冰空的花束雪米 劇場版ポケットモンスター ダイヤモンド&パール ギラティナと氷空の花束 シェイミ,https://movie.douban.com/subject/2369614/
三千里寻母记 母をたずねて三千里,https://movie.douban.com/subject/1467334/
龙珠Z剧场版4：超级赛亚人孙悟空 ドラゴンボールZ 超サイヤ人だ孫悟空,https://movie.douban.com/subject/3442684/
孔雀王 鬼还祭 孔雀王 鬼還祭,https://movie.douban.com/subject/5403984/
天空之Escaflowne エスカフローネ,https://movie.douban.com/subject/1417056/
反叛的鲁路修剧场版2：叛道 コードギアス 反逆のルルーシュ Ⅱ 叛道,https://movie.douban.com/subject/27107624/
魔法少女毁灭者 魔法少女マジカルデストロイヤーズ,https://movie.douban.com/subject/35465669/
里亚德录大地 リアデイルの大地にて,https://movie.douban.com/subject/35370250/
祭品公主与兽王 贄姫と獣の王,https://movie.douban.com/subject/35335749/
鲁邦三世TV系列2 ルパン三世 (TV第2シリーズ),https://movie.douban.com/subject/3552009/
烟雾魔法师 El vendedor de humo,https://movie.douban.com/subject/21329294/
我气哭了百万修炼者,https://movie.douban.com/subject/35574009/
龙珠Z剧场版7：极限之战!! 三大超级赛亚人 ドラゴンボール Z 劇場版：極限バトル!! 三大超サイヤ人,https://movie.douban.com/subject/3271272/
头文字D 第五季 頭文字<イニシャル>D Fifth Stage,https://movie.douban.com/subject/11589787/
乔瓦尼之岛 ジョバンニの島,https://movie.douban.com/subject/25745650/
西游记,https://movie.douban.com/subject/5975033/
樱Trick 桜Trick,https://movie.douban.com/subject/25702666/
岸边露伴一动不动 富豪村 岸辺露伴は動かない 富豪村,https://movie.douban.com/subject/26774014/
一起一起这里那里 あっちこっち,https://movie.douban.com/subject/10430284/
骇客时空 .hack//SIGN,https://movie.douban.com/subject/1867368/
神奇独角马 ユニコ,https://movie.douban.com/subject/1845698/
